# Metrics for NVIDIA GeForce RTX 5090
# Total: 3534
#----------------------------------------------------------------------------------------------------
# Metric Name                                                            Type            Unit           
#----------------------------------------------------------------------------------------------------
lts__t_requests_srcunit_tex_op_write                                   Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_first                       Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_first_lookup_hit            Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_first_lookup_miss           Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_last                        Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_last_lookup_hit             Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_last_lookup_miss            Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_normal                      Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_normal_demote               Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_normal_demote_lookup_hit    Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_normal_demote_lookup_miss   Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_normal_lookup_hit           Counter         request        
lts__t_requests_srcunit_tex_op_write_evict_normal_lookup_miss          Counter         request        
lts__t_requests_srcunit_tex_op_write_lookup_hit                        Counter         request        
lts__t_requests_srcunit_tex_op_write_lookup_miss                       Counter         request        
lts__t_sector_hit_rate                                                 Ratio           proportion     
lts__t_sector_op_atom_dot_alu_hit_rate                                 Ratio           #              
lts__t_sector_op_atom_dot_cas_hit_rate                                 Ratio           #              
lts__t_sector_op_atom_hit_rate                                         Ratio           #              
lts__t_sector_op_read_hit_rate                                         Ratio           #              
lts__t_sector_op_red_hit_rate                                          Ratio           #              
lts__t_sector_op_write_hit_rate                                        Ratio           #              
lts__t_sectors                                                         Counter         sector         
lts__t_sectors_data_ecc                                                Counter         sector         
lts__t_sectors_data_user                                               Counter         sector         
lts__t_sectors_evict_first                                             Counter         sector         
lts__t_sectors_evict_first_lookup_hit                                  Counter         sector         
lts__t_sectors_evict_first_lookup_miss                                 Counter         sector         
lts__t_sectors_evict_last                                              Counter         sector         
lts__t_sectors_evict_last_lookup_hit                                   Counter         sector         
lts__t_sectors_evict_last_lookup_miss                                  Counter         sector         
lts__t_sectors_evict_normal                                            Counter         sector         
lts__t_sectors_evict_normal_demote                                     Counter         sector         
lts__t_sectors_evict_normal_demote_lookup_hit                          Counter         sector         
lts__t_sectors_evict_normal_demote_lookup_miss                         Counter         sector         
lts__t_sectors_evict_normal_lookup_hit                                 Counter         sector         
lts__t_sectors_evict_normal_lookup_miss                                Counter         sector         
lts__t_sectors_lookup_hit                                              Counter         sector         
lts__t_sectors_lookup_miss                                             Counter         sector         
lts__t_sectors_lookup_miss_data_promoted                               Counter         sector         
lts__t_sectors_lookup_miss_data_user                                   Counter         sector         
lts__t_sectors_lookup_miss_realtime                                    Counter         sector         
lts__t_sectors_op_atom                                                 Counter         sector         
lts__t_sectors_op_atom_dot_alu                                         Counter         sector         
lts__t_sectors_op_atom_dot_alu_lookup_hit                              Counter         sector         
lts__t_sectors_op_atom_dot_alu_lookup_miss                             Counter         sector         
lts__t_sectors_op_atom_dot_cas                                         Counter         sector         
lts__t_sectors_op_atom_dot_cas_lookup_hit                              Counter         sector         
lts__t_sectors_op_atom_dot_cas_lookup_miss                             Counter         sector         
lts__t_sectors_op_atom_evict_first                                     Counter         sector         
lts__t_sectors_op_atom_evict_first_lookup_hit                          Counter         sector         
lts__t_sectors_op_atom_evict_first_lookup_miss                         Counter         sector         
lts__t_sectors_op_atom_evict_last                                      Counter         sector         
lts__t_sectors_op_atom_evict_last_lookup_hit                           Counter         sector         
lts__t_sectors_op_atom_evict_last_lookup_miss                          Counter         sector         
lts__t_sectors_op_atom_evict_normal                                    Counter         sector         
lts__t_sectors_op_atom_evict_normal_demote                             Counter         sector         
lts__t_sectors_op_atom_evict_normal_demote_lookup_hit                  Counter         sector         
lts__t_sectors_op_atom_evict_normal_demote_lookup_miss                 Counter         sector         
lts__t_sectors_op_atom_evict_normal_lookup_hit                         Counter         sector         
lts__t_sectors_op_atom_evict_normal_lookup_miss                        Counter         sector         
lts__t_sectors_op_atom_lookup_hit                                      Counter         sector         
lts__t_sectors_op_atom_lookup_miss                                     Counter         sector         
lts__t_sectors_op_membar                                               Counter         sector         
lts__t_sectors_op_membar_evict_first                                   Counter         sector         
lts__t_sectors_op_membar_evict_first_lookup_hit                        Counter         sector         
lts__t_sectors_op_membar_evict_first_lookup_miss                       Counter         sector         
lts__t_sectors_op_membar_evict_last                                    Counter         sector         
lts__t_sectors_op_membar_evict_last_lookup_hit                         Counter         sector         
lts__t_sectors_op_membar_evict_last_lookup_miss                        Counter         sector         
lts__t_sectors_op_membar_evict_normal                                  Counter         sector         
lts__t_sectors_op_membar_evict_normal_demote                           Counter         sector         
lts__t_sectors_op_membar_evict_normal_demote_lookup_hit                Counter         sector         
lts__t_sectors_op_membar_evict_normal_demote_lookup_miss               Counter         sector         
lts__t_sectors_op_membar_evict_normal_lookup_hit                       Counter         sector         
lts__t_sectors_op_membar_evict_normal_lookup_miss                      Counter         sector         
lts__t_sectors_op_membar_lookup_hit                                    Counter         sector         
lts__t_sectors_op_membar_lookup_miss                                   Counter         sector         
lts__t_sectors_op_read                                                 Counter         sector         
lts__t_sectors_op_read_evict_first                                     Counter         sector         
lts__t_sectors_op_read_evict_first_lookup_hit                          Counter         sector         
lts__t_sectors_op_read_evict_first_lookup_miss                         Counter         sector         
lts__t_sectors_op_read_evict_last                                      Counter         sector         
lts__t_sectors_op_read_evict_last_lookup_hit                           Counter         sector         
lts__t_sectors_op_read_evict_last_lookup_miss                          Counter         sector         
lts__t_sectors_op_read_evict_normal                                    Counter         sector         
lts__t_sectors_op_read_evict_normal_demote                             Counter         sector         
lts__t_sectors_op_read_evict_normal_demote_lookup_hit                  Counter         sector         
lts__t_sectors_op_read_evict_normal_demote_lookup_miss                 Counter         sector         
lts__t_sectors_op_read_evict_normal_lookup_hit                         Counter         sector         
lts__t_sectors_op_read_evict_normal_lookup_miss                        Counter         sector         
lts__t_sectors_op_read_lookup_hit                                      Counter         sector         
lts__t_sectors_op_read_lookup_miss                                     Counter         sector         
lts__t_sectors_op_read_lookup_miss_realtime                            Counter         sector         
lts__t_sectors_op_read_realtime                                        Counter         sector         
lts__t_sectors_op_red                                                  Counter         sector         
lts__t_sectors_op_red_lookup_hit                                       Counter         sector         
lts__t_sectors_op_red_lookup_miss                                      Counter         sector         
lts__t_sectors_op_write                                                Counter         sector         
lts__t_sectors_op_write_evict_first                                    Counter         sector         
lts__t_sectors_op_write_evict_first_lookup_hit                         Counter         sector         
lts__t_sectors_op_write_evict_first_lookup_miss                        Counter         sector         
lts__t_sectors_op_write_evict_last                                     Counter         sector         
lts__t_sectors_op_write_evict_last_lookup_hit                          Counter         sector         
lts__t_sectors_op_write_evict_last_lookup_miss                         Counter         sector         
lts__t_sectors_op_write_evict_normal                                   Counter         sector         
lts__t_sectors_op_write_evict_normal_demote                            Counter         sector         
lts__t_sectors_op_write_evict_normal_demote_lookup_hit                 Counter         sector         
lts__t_sectors_op_write_evict_normal_demote_lookup_miss                Counter         sector         
lts__t_sectors_op_write_evict_normal_lookup_hit                        Counter         sector         
lts__t_sectors_op_write_evict_normal_lookup_miss                       Counter         sector         
lts__t_sectors_op_write_lookup_hit                                     Counter         sector         
lts__t_sectors_op_write_lookup_miss                                    Counter         sector         
lts__t_sectors_op_write_lookup_miss_realtime                           Counter         sector         
lts__t_sectors_op_write_realtime                                       Counter         sector         
lts__t_sectors_realtime                                                Counter         sector         
lts__t_sectors_requested_op_read_realtime                              Counter         sector         
lts__t_sectors_requested_srcnode_gpc_op_read_realtime                  Counter         sector         
lts__t_sectors_requested_srcunit_tex_op_read_realtime                  Counter         sector         
lts__t_sectors_srcnode_gpc                                             Counter         sector         
lts__t_sectors_srcnode_gpc_evict_first                                 Counter         sector         
lts__t_sectors_srcnode_gpc_evict_first_lookup_hit                      Counter         sector         
lts__t_sectors_srcnode_gpc_evict_first_lookup_miss                     Counter         sector         
lts__t_sectors_srcnode_gpc_evict_last                                  Counter         sector         
lts__t_sectors_srcnode_gpc_evict_last_lookup_hit                       Counter         sector         
lts__t_sectors_srcnode_gpc_evict_last_lookup_miss                      Counter         sector         
lts__t_sectors_srcnode_gpc_evict_normal                                Counter         sector         
lts__t_sectors_srcnode_gpc_evict_normal_demote                         Counter         sector         
lts__t_sectors_srcnode_gpc_evict_normal_demote_lookup_hit              Counter         sector         
lts__t_sectors_srcnode_gpc_evict_normal_demote_lookup_miss             Counter         sector         
lts__t_sectors_srcnode_gpc_evict_normal_lookup_hit                     Counter         sector         
lts__t_sectors_srcnode_gpc_evict_normal_lookup_miss                    Counter         sector         
lts__t_sectors_srcnode_gpc_lookup_hit                                  Counter         sector         
lts__t_sectors_srcnode_gpc_lookup_miss                                 Counter         sector         
lts__t_sectors_srcnode_gpc_lookup_miss_realtime                        Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom                                     Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_dot_alu                             Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_dot_alu_lookup_hit                  Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_dot_alu_lookup_miss                 Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_dot_cas                             Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_dot_cas_lookup_hit                  Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_dot_cas_lookup_miss                 Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_first                         Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_first_lookup_hit              Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_first_lookup_miss             Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_last                          Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_last_lookup_hit               Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_last_lookup_miss              Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_normal                        Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_normal_demote                 Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_normal_demote_lookup_hit      Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_normal_demote_lookup_miss     Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_normal_lookup_hit             Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_evict_normal_lookup_miss            Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_lookup_hit                          Counter         sector         
lts__t_sectors_srcnode_gpc_op_atom_lookup_miss                         Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar                                   Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_first                       Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_first_lookup_hit            Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_first_lookup_miss           Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_last                        Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_last_lookup_hit             Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_last_lookup_miss            Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_normal                      Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_normal_demote               Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_normal_demote_lookup_hit    Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_normal_demote_lookup_miss   Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_normal_lookup_hit           Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_evict_normal_lookup_miss          Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_lookup_hit                        Counter         sector         
lts__t_sectors_srcnode_gpc_op_membar_lookup_miss                       Counter         sector         
lts__t_sectors_srcnode_gpc_op_read                                     Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_first                         Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_first_lookup_hit              Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_first_lookup_miss             Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_last                          Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_last_lookup_hit               Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_last_lookup_miss              Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_normal                        Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_normal_demote                 Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_normal_demote_lookup_hit      Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_normal_demote_lookup_miss     Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_normal_lookup_hit             Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_evict_normal_lookup_miss            Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_lookup_hit                          Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_lookup_miss                         Counter         sector         
lts__t_sectors_srcnode_gpc_op_read_realtime                            Counter         sector         
lts__t_sectors_srcnode_gpc_op_red                                      Counter         sector         
lts__t_sectors_srcnode_gpc_op_red_lookup_hit                           Counter         sector         
lts__t_sectors_srcnode_gpc_op_red_lookup_miss                          Counter         sector         
lts__t_sectors_srcnode_gpc_op_write                                    Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_first                        Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_first_lookup_hit             Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_first_lookup_miss            Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_last                         Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_last_lookup_hit              Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_last_lookup_miss             Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_normal                       Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_normal_demote                Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_normal_demote_lookup_hit     Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_normal_demote_lookup_miss    Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_normal_lookup_hit            Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_evict_normal_lookup_miss           Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_lookup_hit                         Counter         sector         
lts__t_sectors_srcnode_gpc_op_write_lookup_miss                        Counter         sector         
lts__t_sectors_srcnode_gpc_realtime                                    Counter         sector         
lts__t_sectors_srcunit_l1                                              Counter         sector         
lts__t_sectors_srcunit_l1_evict_first                                  Counter         sector         
lts__t_sectors_srcunit_l1_evict_first_lookup_hit                       Counter         sector         
lts__t_sectors_srcunit_l1_evict_first_lookup_miss                      Counter         sector         
lts__t_sectors_srcunit_l1_evict_last                                   Counter         sector         
lts__t_sectors_srcunit_l1_evict_last_lookup_hit                        Counter         sector         
lts__t_sectors_srcunit_l1_evict_last_lookup_miss                       Counter         sector         
lts__t_sectors_srcunit_l1_evict_normal                                 Counter         sector         
lts__t_sectors_srcunit_l1_evict_normal_demote                          Counter         sector         
lts__t_sectors_srcunit_l1_evict_normal_demote_lookup_hit               Counter         sector         
lts__t_sectors_srcunit_l1_evict_normal_demote_lookup_miss              Counter         sector         
lts__t_sectors_srcunit_l1_evict_normal_lookup_hit                      Counter         sector         
lts__t_sectors_srcunit_l1_evict_normal_lookup_miss                     Counter         sector         
lts__t_sectors_srcunit_l1_lookup_hit                                   Counter         sector         
lts__t_sectors_srcunit_l1_lookup_miss                                  Counter         sector         
lts__t_sectors_srcunit_l1_op_atom                                      Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_dot_alu                              Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_dot_alu_lookup_hit                   Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_dot_alu_lookup_miss                  Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_dot_cas                              Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_dot_cas_lookup_hit                   Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_dot_cas_lookup_miss                  Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_first                          Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_first_lookup_hit               Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_first_lookup_miss              Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_last                           Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_last_lookup_hit                Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_last_lookup_miss               Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_normal                         Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_normal_demote                  Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_normal_demote_lookup_hit       Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_normal_demote_lookup_miss      Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_normal_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_evict_normal_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_lookup_hit                           Counter         sector         
lts__t_sectors_srcunit_l1_op_atom_lookup_miss                          Counter         sector         
lts__t_sectors_srcunit_l1_op_membar                                    Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_first                        Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_first_lookup_hit             Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_first_lookup_miss            Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_last                         Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_last_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_last_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_normal                       Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_normal_demote                Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_normal_demote_lookup_hit     Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_normal_demote_lookup_miss    Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_normal_lookup_hit            Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_evict_normal_lookup_miss           Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_lookup_hit                         Counter         sector         
lts__t_sectors_srcunit_l1_op_membar_lookup_miss                        Counter         sector         
lts__t_sectors_srcunit_l1_op_read                                      Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_first                          Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_first_lookup_hit               Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_first_lookup_miss              Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_last                           Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_last_lookup_hit                Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_last_lookup_miss               Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_normal                         Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_normal_demote                  Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_normal_demote_lookup_hit       Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_normal_demote_lookup_miss      Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_normal_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_l1_op_read_evict_normal_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_l1_op_read_lookup_hit                           Counter         sector         
lts__t_sectors_srcunit_l1_op_read_lookup_miss                          Counter         sector         
lts__t_sectors_srcunit_l1_op_red                                       Counter         sector         
lts__t_sectors_srcunit_l1_op_red_lookup_hit                            Counter         sector         
lts__t_sectors_srcunit_l1_op_red_lookup_miss                           Counter         sector         
lts__t_sectors_srcunit_l1_op_write                                     Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_first                         Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_first_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_first_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_last                          Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_last_lookup_hit               Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_last_lookup_miss              Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_normal                        Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_normal_demote                 Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_normal_demote_lookup_hit      Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_normal_demote_lookup_miss     Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_normal_lookup_hit             Counter         sector         
lts__t_sectors_srcunit_l1_op_write_evict_normal_lookup_miss            Counter         sector         
lts__t_sectors_srcunit_l1_op_write_lookup_hit                          Counter         sector         
lts__t_sectors_srcunit_l1_op_write_lookup_miss                         Counter         sector         
lts__t_sectors_srcunit_tex                                             Counter         sector         
lts__t_sectors_srcunit_tex_evict_first                                 Counter         sector         
lts__t_sectors_srcunit_tex_evict_first_lookup_hit                      Counter         sector         
lts__t_sectors_srcunit_tex_evict_first_lookup_miss                     Counter         sector         
lts__t_sectors_srcunit_tex_evict_last                                  Counter         sector         
lts__t_sectors_srcunit_tex_evict_last_lookup_hit                       Counter         sector         
lts__t_sectors_srcunit_tex_evict_last_lookup_miss                      Counter         sector         
lts__t_sectors_srcunit_tex_evict_normal                                Counter         sector         
lts__t_sectors_srcunit_tex_evict_normal_demote                         Counter         sector         
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_tex_evict_normal_demote_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_tex_evict_normal_lookup_hit                     Counter         sector         
lts__t_sectors_srcunit_tex_evict_normal_lookup_miss                    Counter         sector         
lts__t_sectors_srcunit_tex_lookup_hit                                  Counter         sector         
lts__t_sectors_srcunit_tex_lookup_miss                                 Counter         sector         
lts__t_sectors_srcunit_tex_lookup_miss_realtime                        Counter         sector         
lts__t_sectors_srcunit_tex_op_atom                                     Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_dot_alu                             Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_hit                  Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_dot_alu_lookup_miss                 Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_dot_cas                             Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_hit                  Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_dot_cas_lookup_miss                 Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_first                         Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_first_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_last                          Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_hit               Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_last_lookup_miss              Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_normal                        Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_normal_demote                 Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_normal_demote_lookup_hit      Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_normal_demote_lookup_miss     Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_hit             Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_evict_normal_lookup_miss            Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_lookup_hit                          Counter         sector         
lts__t_sectors_srcunit_tex_op_atom_lookup_miss                         Counter         sector         
lts__t_sectors_srcunit_tex_op_membar                                   Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_first                       Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_first_lookup_hit            Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_first_lookup_miss           Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_last                        Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_last_lookup_hit             Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_last_lookup_miss            Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_normal                      Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_normal_demote               Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_normal_demote_lookup_hit    Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_normal_demote_lookup_miss   Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_normal_lookup_hit           Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_evict_normal_lookup_miss          Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_lookup_hit                        Counter         sector         
lts__t_sectors_srcunit_tex_op_membar_lookup_miss                       Counter         sector         
lts__t_sectors_srcunit_tex_op_read                                     Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_first                         Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_first_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_last                          Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_hit               Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_last_lookup_miss              Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_normal                        Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote                 Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_hit      Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_normal_demote_lookup_miss     Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_hit             Counter         sector         
lts__t_sectors_srcunit_tex_op_read_evict_normal_lookup_miss            Counter         sector         
lts__t_sectors_srcunit_tex_op_read_lookup_hit                          Counter         sector         
lts__t_sectors_srcunit_tex_op_read_lookup_miss                         Counter         sector         
lts__t_sectors_srcunit_tex_op_read_lookup_miss_realtime                Counter         sector         
lts__t_sectors_srcunit_tex_op_read_realtime                            Counter         sector         
lts__t_sectors_srcunit_tex_op_red                                      Counter         sector         
lts__t_sectors_srcunit_tex_op_red_lookup_hit                           Counter         sector         
lts__t_sectors_srcunit_tex_op_red_lookup_miss                          Counter         sector         
lts__t_sectors_srcunit_tex_op_write                                    Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_first                        Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_hit             Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_first_lookup_miss            Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_last                         Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_hit              Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_last_lookup_miss             Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_normal                       Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote                Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_hit     Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_normal_demote_lookup_miss    Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_hit            Counter         sector         
lts__t_sectors_srcunit_tex_op_write_evict_normal_lookup_miss           Counter         sector         
lts__t_sectors_srcunit_tex_op_write_lookup_hit                         Counter         sector         
